wl,f198,f207,f464,f465,f441,f442,f423,f420,f413,f406,f397,f395,f394,f393,f384,f367,f366,f354,f347,f342,f334,f328,f330,f305,f240,f212,f252,f274,f299,f284,m32m,m214,m203,m187,m175,m112,m78m,m452,m455,m440,m425,m412,m411,m409,m407,m404,m359,m357,m326,m320,m315,m308,m304,m265,m262,m250,m232,m231,m223,m215
217.51,15.657,18.738,22.691,33.003,53.199,2.628,-2.175,55.444,12.85,25.114,15.915,37.896,50.866,39.089,13.935,27.045,11.779,25.045,11.682,28.198,12.285,52.287,35.803,23.958,27.414,26.712,9.322,7.969,25.504,45.865,19.504,34.584,35.283,20.459,2.971,17.798,-2.392,49.269,48.653,37.083,15.773,34.291,36.99,31.632,53.658,20.825,4.819,20.188,-5.177,41.36,67.372,-7.606,0.033,-7.89,36.188,50.734,22.222,87.754,135.026,113.048
217.72,13.986,15.495,15.808,33.06,49.975,7.311,-9.849,54.245,23.937,20.066,15.661,35.705,49.002,41.536,13.233,27.378,16.396,21.083,12.337,22.532,20.779,48.779,33.04,24.821,23.86,24.525,4.816,8.729,24.929,46.962,16.046,33.193,40.229,20.683,2.558,19.089,-2.886,52.517,46.515,37.339,11.97,29.628,28.837,34.929,54.654,15.68,6.822,30.297,-7.087,35.572,68.865,0.262,0.551,-14.413,38.598,48.984,25.838,87.774,134.289,108.748
217.93,10.947,18.047,19.303,33.075,44.896,5.673,-11.364,53.184,29.927,26.038,23.887,34.506,50.027,37.394,14.489,29.242,15.776,13.822,12.833,14.439,19.882,46.019,30.048,20.403,25.268,19.323,4.839,5.635,24.639,44.472,7.021,38.435,45.004,19.575,2.774,11.124,-0.366,51.237,44.803,37.473,9.843,31.222,28.593,38.367,53.665,11.843,13.677,35.031,-10.674,37.371,71.01,-1.342,-6.181,-19.051,31.618,50.131,30.743,85.878,131.534,112.251
218.14,10.871,18.189,25.297,31.64,39.97,4.388,-9.55,51.359,33.572,19.955,24.138,33.848,48.345,35.677,13.429,25.275,10.068,-2.588,13.249,13.251,23.161,44.165,31.876,19.892,27.956,24.035,5.904,7.895,23.367,39.768,5.54,39.425,40.821,18.405,8.479,13.033,-1.083,48.888,40.629,37.196,9.364,30.822,37.108,40.541,56.986,6.353,14.693,31.696,-13.259,40.12,76.852,-3.311,2.961,-11.84,27.009,48.413,32.348,90.844,135.052,114.218
218.36,14.1,16.558,25.872,29.852,33.422,4.977,-10.83,46.998,33.467,16.399,21.756,31.547,49.74,32.595,15.147,26.187,13.492,-6.228,10.471,9.596,28.555,48.862,34.451,25.182,27.768,26.368,-1.731,9.424,26.509,40.606,10.004,47.689,40.763,21.724,8.857,7.586,1.877,45.968,40.847,35.36,0.662,29.689,32.591,42.607,52.49,15.875,17.789,26.472,-23.145,41.412,71.475,10.721,0.033,-16.124,21.716,44.687,37.664,81.834,133.956,113.948
218.57,8.982,15.184,26.047,29.846,27.985,3.473,-0.698,50.449,32.879,17.637,19.409,31.881,48.857,26.412,14.508,24.798,16.955,1.682,10.143,16.941,33.71,49.946,28.972,28.44,27.53,26.542,0.334,12.75,26.518,39.743,9.076,45.393,37.022,23.294,14.837,15.096,8.301,45.937,39.319,34.997,-5.5,29.012,30.352,37.998,46.368,19.378,15.049,26.107,-27.391,39.46,74.279,7.877,-9.037,-18.502,20.399,42.946,39.779,86.114,133.013,112.103
218.78,8.212,18.251,29.031,24.048,27.362,-0.656,2.726,49.932,39.186,24.552,25.495,31.424,49.344,26.755,15.009,22.916,19.217,15.85,13.422,16.578,36.067,42.458,26.741,24.954,29.901,26.827,2.314,11.041,18.849,40.584,7.598,47.528,44.408,19.904,12.297,16.751,12.943,51.5,42.402,36.76,-0.171,34.197,35.829,33.281,43.907,16.061,19.773,25.725,-29.026,44.342,73.831,7.167,-6.52,-17.727,21.451,42.984,43.504,89.749,132.147,115.789
218.99,10.651,21.122,29.302,19.709,24.328,3.717,0.526,49.233,39.973,19.13,25.495,34.832,49.595,28.304,8.944,15.819,17.976,17.085,11.688,19.538,41.976,37.924,27.963,21.866,31.109,29.618,-1.428,9.152,17.487,43.418,6.946,43.341,43.78,16.769,11.228,17.966,15.447,49.076,42.504,34.605,2.878,34.548,37.883,32.418,43.326,10.714,20.997,26.853,-27.211,46.961,72.975,9.159,-10.335,-17.321,24.633,40.539,42.486,84.766,134.608,122.321
219.2,12.636,20.206,34.103,19.93,27.59,-7.011,-3.351,48.539,44.425,17.607,29.23,30.427,55.164,29.395,4.975,19.698,14.473,9.01,11.967,16.84,44.738,37.509,26.486,22.924,38.154,30.249,-2.358,10.898,16.768,47.524,10.989,40.239,46.716,17.897,10.888,17.677,13.696,46.57,44.853,32.811,5.907,31.89,40.644,33.167,43.401,4.685,18.101,22.96,-33.724,46.419,68.975,3.382,-7.366,-19.178,28.987,46.304,46.403,79.725,131.127,120.479
219.41,5.113,18.723,34.726,18.478,12.696,2.797,-6.813,50.143,48.321,18.632,29.44,29.625,52.934,22.063,6.335,18.993,10.33,18.466,17.346,15.973,40.598,44.515,26.911,21.642,31.16,30.041,-5.46,12.78,31.242,49.739,14.861,41.66,47.921,17.632,16.231,14.51,18.652,44.823,42.849,26.899,6.789,30.419,43.737,34.787,46.703,3.505,21.419,18.391,-43.725,42.704,66.884,16.782,-9.823,-18.819,32.056,44.796,49.296,83.673,125.117,114.931
219.62,5.507,22.381,29.94,17.741,12.118,9.095,-8.946,49.432,47.549,20.316,30.334,33.495,53.571,17.083,10.659,19.603,8.32,22.032,19.968,23.025,40.94,43.488,25.995,23.072,33.79,29.015,-11.486,8.844,34.06,46.03,14.73,39.18,49.737,14.556,18.707,20.142,20.254,45.323,41.678,29.964,5.754,29.771,46.204,38.069,48.729,4.482,20.45,19.589,-42.455,45.258,65.203,20.062,-15.816,-26.997,30.832,44.948,52.298,81.959,123.22,115.904
219.83,-0.887,19.066,29.01,20.505,9.533,7.249,-5.839,50.296,46.165,21.83,23.574,27.516,52.82,17.825,5.686,21.16,9.415,20.387,23.147,25.087,49.676,44.755,26.013,27.708,36.144,30.984,-13.585,12.85,40.156,40.908,20.083,36.512,56.032,12.713,22.445,23.966,14.568,43.69,42.552,27.571,5.874,31.901,48.909,41.526,47.159,10.017,16.089,27.65,-44.607,46.51,62.431,17.647,-13.057,-24.893,35.381,45.751,52.864,89.008,122.05,112.955
220.04,-1.803,20.593,25.084,23.258,7.354,11.882,-6.004,52.172,49.038,25.088,21.774,24.914,59.008,13.48,6.838,25.23,6.447,18.81,22.411,18.538,51.469,48.945,28.743,26.057,31.095,33.444,-9.619,18.45,37.594,38.726,17.935,35.157,59.287,15.633,20.186,17.384,20.304,40.262,41.233,29.157,10.561,31.314,48,43.287,44.892,13.865,11.915,27.53,-50.391,50.257,58.852,21.764,-20.238,-24.032,24.528,45.682,54.222,96.971,119.859,109.718
220.25,-2.629,25.356,27.004,20.625,9.343,12.692,-5.177,58.727,50.176,28.156,24.235,22.725,57.078,20.457,7.367,17.209,4.764,20.42,22.128,13.211,51.497,43.815,28.133,23.946,29.656,31.331,-10.548,22.753,32.542,39.768,18.142,39.21,61.312,9.152,16.856,14.861,16.134,36.845,39.408,25.419,8.114,27.571,44.41,42.882,45.013,9.719,14.341,29.176,-62.528,50.873,57.597,19.265,-25.603,-14.939,20.744,42.394,54.813,93.725,115.694,100.875
220.46,-5.513,25.235,22.517,23.015,18.895,7.109,-2.814,54.981,49.124,27.967,21.34,24.729,55.834,20.747,7.013,14.716,9.739,21.661,17.066,3.496,50.659,43.079,28.644,27.088,33.442,35.387,-5.22,21.976,39.244,36.694,15.924,38.671,69.384,14.616,16.149,22.024,19.35,37.211,34.759,26.425,3.366,29.461,39.365,43.864,44.138,6.172,17.391,24.713,-58.645,50,56.272,23.192,-24.453,-9.255,14.758,43.969,55.162,91.353,112.945,94.803
220.67,-4.976,26.73,25.605,19.47,5.707,4.48,-0.203,58.019,45.73,23.518,18.899,25.464,52.194,17.381,11.03,19.532,9.849,15.298,18.282,3.718,46.889,36.722,27.8,29.684,40.035,34.485,-4.638,24.952,32.818,34.464,15.346,42.585,65.583,9.329,20.326,17.77,21.93,38.47,28.838,25.409,5.861,33.986,35.3,44.147,46.778,3.774,23.147,26.182,-53.886,45.276,61.893,13.812,-18.231,-8.733,13.028,39.808,55.293,96.604,111.172,94.479
220.88,-2.939,32.393,21.464,17.338,0.485,10.148,0.686,57.861,44.303,26.662,19.41,22.795,51.52,18.794,7.793,15.15,13.46,29.904,19.595,-4.807,48.43,42.951,30.405,31.25,38.889,35.379,-1.651,27.248,36.986,36.147,15.751,44.115,66.68,8.471,18.514,13.298,22.47,41.769,27.296,26.003,1.323,36.274,31.061,43.619,40.895,5.547,21.323,28.849,-53.227,43.653,59.274,13.448,-25.832,-7.338,5.09,40.829,57.173,95.994,114.996,93.125
221.09,-11.014,33.6,17.668,17.379,10.071,6.094,3.323,58.659,39.304,30.196,19.026,21.543,49.601,19.055,6.477,15.392,17.518,29.301,20.936,-3.834,50.592,36.607,29.134,30.503,39.033,35.09,-7.238,29.024,37.58,32.905,12.855,47.171,72.051,5.331,20.595,7.483,27.892,39.13,22.994,26.631,-1.434,36.126,27.691,43.302,37.995,6.175,22.051,24.284,-64.975,46.369,61.451,16.346,-30.03,-9.176,-1.877,36.162,56.415,90.466,109.918,87.511
221.3,-8.939,34.956,15.874,21.189,18.168,1.043,8.275,59.717,42.652,36.908,25.408,20.143,46.572,16.938,-1.706,24.816,19.394,31.457,19.956,-1.261,54.016,33.553,30.222,28.507,34.777,36.614,-12.254,28.594,32.693,30.669,18.117,46.112,77.077,7.755,19.007,2.442,31.306,39.98,25.814,21.621,-4.938,37.91,30.156,44.29,35.878,13.659,16.935,21.915,-62.955,49.08,55.235,17.699,-25.599,-11.628,-2.592,37.455,58.054,96.588,111.962,86.8
221.51,-7.028,37.991,16.694,17.979,20.52,-9.691,7.755,57.802,37.296,34.831,24.791,21.026,43,13.321,-6.643,25.61,18.202,26.413,22.962,3.357,56.08,29.71,33.427,24.734,32.865,37.026,-8.046,28.408,36.661,28.896,15.19,55.365,78.148,7.14,21.19,9.771,32.179,42.621,27.995,21.607,-2.683,41.945,28.938,43.545,34.23,16.747,5.967,24.184,-58.953,51.607,52.323,13.861,-15.694,-15.623,5.524,35.242,53.902,96.947,109.392,89.427
221.72,-3.251,40.778,20.944,17.16,13.517,-6.326,13.031,59.035,35.324,36.777,28.333,19.779,39.846,17.067,-5.748,24.529,14.661,22.827,25.972,6.334,54.907,31.302,30.277,24.641,34.331,35.448,-5.787,28.413,36.36,29.829,13.577,50.066,74.268,10.272,20.776,14.518,35.737,43.881,32.574,25.331,2.448,44.761,30.053,36.516,34.95,15.354,9.208,33.096,-58.445,48.856,52.982,23.478,-16.508,-14.949,-1.026,32.601,50.739,91.826,111.877,87.201
221.93,-4.41,37.877,20.006,17.232,14.557,-4.729,16.759,62.452,38.184,38.162,29.539,17.816,36.878,15.84,-10.122,27.617,17.476,23.732,26.798,16.451,52.994,29.869,27.186,22.75,32.739,28.99,-6.753,26.786,35.463,25.588,14.214,48.051,70.296,0.965,19.821,15.798,37.363,39.653,33.7,26.446,-1.255,44.782,28.817,34.047,33.011,19.629,9.782,35.078,-60.695,45.479,47.815,23.561,-14.467,-21.53,0.301,34.219,46.469,90.043,114.479,84.64
222.14,-2.658,39.201,19.206,17.396,10.983,2.464,16.794,55.626,38.957,35.021,24.97,19.659,41.496,14.892,-7.233,18.907,22.669,21.156,24.077,11.608,55.054,30.117,26.502,27.075,33.017,30.229,-12.882,23.741,36.925,26.293,11.412,45.5,73.069,-1.654,21.391,15.304,39.127,40.897,35.248,23.137,-0.437,52.134,30.851,34.32,24.611,27.735,10.943,40.271,-57.48,43.19,42.509,23.714,-12.922,-15.887,-0.423,32.952,46.353,83.305,114.417,83.94
222.35,0.711,39.71,27.395,20.786,9.191,4.605,17.221,53.362,39.182,33.783,24.418,19.476,41.137,12.979,-4.245,26,24.286,16.054,25.594,13.697,53.99,30.426,20.795,23.697,29.843,31.67,-13.965,22.857,32.402,27.47,14.563,46.259,69.219,0.237,21.671,21.582,36.09,38.837,31.945,21.559,2.555,49.615,30.663,31.719,21.563,23.248,13.689,35.497,-61.738,40.53,41.923,29.871,-9.754,-16.753,-4.885,30.474,46.402,80.073,109.663,85.882
222.56,2.311,44.619,29.27,21.389,9.956,6.509,14.692,49.435,37.978,27.212,24.343,18.626,40.295,9.012,2.511,26.776,24.926,15.938,21.78,12.734,49.521,27.367,17.719,25.028,33.056,30.129,-10.975,24.245,36.791,27.089,10.656,50.319,67.814,-1.784,27.662,19.404,38.726,35.321,34.627,21.441,6.518,43.699,30.22,28.35,17.949,19.969,21.443,25.324,-59.611,37.236,43.328,33.73,-5.378,-17.963,-10.338,31.232,43.902,79.141,106.532,85.181
222.77,11.054,43.376,34.83,15.779,8.955,6.208,17.737,45.59,38.274,23.077,22.429,20.332,41.423,10.124,0.248,23.963,26.254,16.448,18.693,13.462,51.776,20.075,19.259,25.982,33.624,27.952,-8.529,26.124,39.25,29.619,13.8,46.886,67.794,-1.843,30.712,22.072,40.341,33.62,37.753,19.137,6.196,36.628,28.017,23.258,18.932,18.906,20.244,23.402,-60.787,29.785,44.225,30.607,-10,-13.792,-10.461,25.93,43.654,80.354,102.364,93.716
222.98,10.032,42.403,32.59,16.75,5.781,-1.292,21.492,44.487,41.099,20.058,20.459,21.264,39.816,16.855,-2.761,21.04,29.252,17.787,20.568,9.909,51.986,18.737,19.711,24.233,30.613,32.822,-13.119,27.626,39.231,32.716,13.081,46.576,70.683,-5.898,28.149,18.223,44.297,30.527,37.5,20.971,9.912,38.4,20.995,19.809,13.355,16.646,19.084,32.279,-58.142,29.007,43.885,26.32,-8.83,-16.172,-15.107,27.119,43.934,75.887,102.738,93.174
223.19,9.388,43.303,34.717,15.776,0.874,-0.323,18.643,46.176,37.894,16.967,20.215,24.271,40.956,19.199,1.916,26.009,27.47,16.323,20.664,8.279,45.623,11.096,20.654,26.295,29.195,36.436,-10.735,22.986,37.121,30.304,16.913,47.723,65.228,-8.552,27.12,22.585,39.602,29.749,36.252,18.763,7.548,43.369,19.559,22.154,10.854,24.463,19.237,28.69,-52.115,30.236,43.017,27.1,-10.751,-22.656,-12.987,24.648,44.585,70.318,105.428,89.526
223.4,1.984,40.541,35.135,20.2,4.26,3.537,17.983,46.156,42.319,20.362,20.801,24.201,40.899,12.837,3.207,24.936,31.275,16.494,21.111,6.266,43.897,16.246,21.662,28.654,26.793,32.694,-9.578,22.151,33.921,31.685,16.539,40.661,62.438,-10.132,28.389,24.217,36.588,24.95,36.255,20.55,6.539,45.174,18.556,19.123,8.381,23.834,18.595,31.246,-46.884,30.318,42.044,25.81,-15.023,-13.662,-23.578,23.283,45.215,63.275,101.364,88.63
223.61,0.994,34.884,32.91,22.46,2.156,1.904,19.687,43.255,41.184,19.333,16.276,26.536,38.772,13.239,-3.426,28.188,29.188,18.111,18.072,0.988,43.448,15.728,21.038,27.379,29.042,30.418,-11.411,21.736,30.785,31.069,15.745,38.01,63.457,-5.144,27.337,26.881,34.674,25.376,35.591,20.392,3.586,48.2,18.203,17.692,7.613,22.831,17.765,28.978,-35.025,29.464,41.476,19.93,-10.879,-14.661,-25.124,19.918,44.723,62.463,97.1,85.384
223.82,3.856,29.22,31.569,21.228,3.661,2.235,20.453,41.49,38.025,20.603,18.779,23.027,39.013,12.8,-5.044,22.916,28.621,21.069,20.878,-3.911,39.918,16.811,23.312,29.061,28.137,27.44,-9.348,22.328,30.834,30.753,19.556,39.495,62.518,3.965,25.833,28.891,39.22,28.483,31.773,25.724,4.43,42.432,18.84,23.003,6.484,24.49,12.43,32.956,-36.214,29.204,41.261,17.064,-8.973,-11.445,-33.421,24.437,45.545,61.572,91.472,83.153
224.03,-0.667,25.196,33.773,21.176,4.114,1.978,19.559,41.622,40.255,21.717,15.954,22.184,37.558,16.62,-2.203,24.397,22.769,20.245,21.139,1.95,37.01,19.065,23.884,29.498,25.885,30.066,-6.81,24.78,27.023,28.343,16.33,36.549,57.532,-1.49,30.605,29.744,44.357,29.677,29.154,27.378,7.812,42.729,18.17,17.651,9.173,27.716,13.671,30.86,-34.019,28.035,39.639,20.165,-6.635,-16.547,-35.971,24.159,45.253,54.848,87.11,79.901
224.24,4.719,20.849,32.299,19.417,6.872,1.745,21.036,37.558,36.989,24.062,15.279,20.819,39.832,18.537,1.091,26.236,23.788,18.962,23.421,7.795,32.644,20.614,23.08,29.498,28.425,32.749,-10.957,23.774,24.141,26.867,14.476,34.831,60.174,1.532,29.049,25.553,39.712,29.017,26.603,27.946,8.168,40.96,15.388,19.649,5.588,26.977,14.206,25.794,-38.87,24.007,42.391,18.382,-6.066,-14.616,-36.195,19.974,43.5,54.041,82.008,78.975
224.45,5.259,23.909,30.861,22.344,3.141,2.617,21.786,36.495,33.969,22.366,16.765,21.297,39.423,19.548,7.579,24.345,18.623,23.079,21.286,10.48,30.969,19.229,21.269,27.671,28.264,31.767,-12.371,25.695,20.356,26.96,11.182,30.489,57.725,2.549,33.673,22.456,37.662,28.577,25.91,28.144,11.186,44.571,15.59,17.061,6.538,25.645,12.925,28.032,-36.634,22.723,42.954,20.804,-7.155,-17.644,-26.738,15.768,40.372,46.26,79.191,72.344
224.66,7.124,23.001,29.4,16.84,2.707,0.579,20.265,34.608,30.894,21.562,18.225,19.32,36.94,21.471,7.645,20.91,19.291,19.261,17.565,12.5,30.685,17.35,18.33,27.793,28.098,30.74,-10.334,24.495,22.683,21.853,14.271,28.533,54.093,4.99,29.77,17.566,36.175,25.654,24.076,27.631,10.493,42.76,14.932,15.425,10.874,22.932,11.852,27.673,-26.173,22.189,40.913,17.745,-3.046,-18.655,-23.864,19.534,41.022,44.341,74.793,67.474
224.87,8.416,23.753,29.595,14.626,-0.83,4.993,22.212,30.224,29.35,19.617,18.887,21.627,35.966,23.885,4.723,23.019,19.085,17.194,18.01,10.068,28.965,16.217,16.487,26.048,28.887,27.593,-11.299,25.37,24.72,22.647,12.573,29.731,49.034,6.65,29.027,17.466,34.871,27.723,22,25.894,8.603,39.852,12.122,18.314,12.696,23.081,12.164,28.606,-20.381,21.286,39.638,17.849,-4.694,-18.375,-25.658,14.908,41.866,38.475,69.396,63.759
225.08,9.661,23.174,29.895,11.488,-2.033,0.978,24.509,27.097,24.08,16.271,14.525,17.499,34.442,23.561,2.122,21.452,20.813,15.833,16.206,12.822,26.358,18.013,14.816,26.283,29.868,25.935,-10.884,25.594,22.466,19.384,11.513,27.138,47.728,4.572,26.313,15.19,35.151,25.694,23.548,26.204,10.599,37.664,8.499,15.506,11.512,20.573,15.159,27.82,-16.866,17.935,34.77,15.368,-4.31,-15.981,-21.015,11.711,36.315,37.474,63.994,57.477
225.29,10.107,21.095,29.018,12.708,-2.058,3.115,24.963,25.736,22.803,16.264,15.737,19.916,31.256,23.402,6.835,18.994,20.386,14.585,13.687,13.297,25,16.101,16.469,25.165,32.193,27.555,-5.655,22.383,19.993,17.577,12.767,25.733,43.463,2.222,27.511,15.423,33.087,23.758,21.866,25.01,11.303,34.117,8.441,13.699,12.063,20.601,13.389,25.234,-13.672,15.904,32.198,15.164,-2.103,-6.782,-17.715,8.207,35.171,35.873,60.574,53.579
225.5,12.344,18.749,29.957,12.119,-1.042,1.81,23.647,20.807,22.193,15.477,16.405,19.832,31.316,21.938,6.667,20.502,18.643,17.218,12.988,13.895,23.822,16.413,17.839,23.463,27.712,25.358,-2.256,22.152,20.906,15.769,11.243,24.301,38.844,-0.576,22.999,16.486,31.241,22.243,21.229,20.335,11.68,30.885,8.012,12.634,15.418,20.982,13.465,24.881,-8.881,13.599,28.467,12.422,-2.575,-10.711,-13.777,5.443,33.381,31.415,55.659,50.096
225.71,12.799,14.294,28.84,10.783,-3.272,3.182,22.828,20.888,18.074,15.051,16.591,21.574,27.694,19.615,7.155,20.875,19.873,19.106,10.834,13.17,22.787,13.398,17.128,20.992,26.362,22.696,-2.693,21.904,19.503,12.224,12.225,21.632,37.023,2.541,19.613,15.229,28.632,20.499,21.349,20.815,10.84,27.697,6.477,15.033,17.207,22.481,15.129,24.88,-3.023,13.058,25.762,12.481,-1.195,-3.685,-11.1,4.765,29.246,29.463,51.774,45.755
225.92,13.452,13.205,28.15,11.095,-3.007,4.517,20.624,16.238,17.196,12.683,17.15,21.869,24.539,18.774,8.271,17.91,19.935,20.183,9.496,11.968,22.6,13.406,15.967,20.317,24.474,20.779,-1.474,21.076,20.247,10.015,11.559,20.049,35.408,2.695,18.491,14.191,25.447,17.207,20.022,21.378,11.936,25.779,6.52,10.881,15.212,22.752,15.852,22.774,-1.002,13.097,24.697,11.324,0.013,0.817,-9.201,5.015,27.804,26.19,48.006,43.812
226.13,12.693,10.734,27.158,9.915,-2.23,7.025,19.479,15.13,17.031,13.111,19.575,19.714,24.883,17.677,6.786,15.887,19.694,19.749,8.14,11.362,22.94,13.938,15.629,20.08,21.088,19.495,0.297,20.989,18.883,8.616,10.189,20.584,34.332,4.204,18.498,14.51,22.968,17.355,20.142,21.821,11.247,23.602,5.714,8.31,13.284,22.384,15.119,21.839,-0.258,10.982,21.871,10.256,-0.115,3.741,-9.111,5.424,26.97,24.717,44.37,40.739
226.34,13.746,9.688,22.714,10.827,-1.331,8.238,19.423,14.895,15.316,12.214,19.025,20.657,23.852,17.235,8.244,12.986,17.579,19.326,9.805,10.348,19.481,14.04,14.154,20.92,20.43,18.19,2.171,21.735,18.792,8.523,10.563,21.204,31.45,4.375,16.865,15.017,22.993,15.149,18.195,20.311,12.262,23.611,9.188,6.688,12.118,23.275,14.293,20.105,1.95,10.965,19.298,9.9,1.214,5.792,-6.726,6.24,26.414,23.056,41.742,38.941
226.55,13.529,10.346,21.644,11.025,-1.598,7.51,19.454,15.086,15.176,11.269,18.321,19.986,22.05,17.471,7.817,11.587,17.073,18.718,9.146,9.259,19.668,13.032,15.063,20.483,20.829,17.88,2.234,20.324,18.282,7.277,9.87,18.081,29.266,4.99,15.985,15.238,21.736,16.462,19.852,19.236,10.916,21.625,9.911,6.778,11.913,22.568,12.682,20.048,3.331,9.805,18.077,8.726,3.939,8.619,-5.901,6.392,23.011,22.034,38.072,36.41
226.76,12.843,9.333,20.932,11.313,-0.63,7.478,18.924,15.122,14.365,11.456,17.644,19.174,21.991,16.765,7.937,12.323,17.403,18.888,8.497,8.332,19.251,13.081,13.185,19.503,19.295,17.292,2.863,19.927,16.92,7.429,8.774,17.623,28.143,6.567,14.669,14.961,22.211,16.273,19.393,18.646,11.927,21.918,6.388,7.897,10.94,22.67,11.09,19.794,6.022,10.212,17.812,9.694,2.613,7.793,-5.647,5.402,21.421,19.73,35.64,34.688
226.97,13.662,8.142,20.166,11.77,2.308,7.688,17.798,14.302,13.645,10.951,16.774,18.976,20.23,15.37,8.628,12.569,16.452,18.66,8.507,8.492,18.267,12.525,11.885,18.001,17.643,15.671,4.896,19.195,16.154,7.958,7.992,17.264,27.686,7.538,15.787,15.26,21.483,15.892,18.71,19.632,12.193,21.522,7.579,8.328,9.669,20.237,9.179,20.459,8.488,7.808,18.387,8.249,2.748,7.597,-3.39,5.043,20.385,19.129,34.777,33.943
227.18,15.207,7.527,20.358,11.52,2.768,7.105,17.244,14.394,14.594,11.299,16.231,19.264,18.583,15.668,8.591,12.382,15.349,18.362,9.395,7.941,18.716,12.59,11.695,16.746,17.814,14.829,4.896,17.834,16.48,7.756,7.884,18.135,27.072,6.998,13.507,14.737,19.225,15.446,17.991,20.349,12.314,20.093,6.624,8.837,10.172,20.598,8.596,21.28,9.527,8.934,16.435,8.734,5.083,7.249,-1.481,7.014,20.382,17.838,32.834,32.634
227.39,15.842,6.339,20.539,13.134,2.272,6.908,16.605,13.594,13.922,10.89,13.895,18.127,18.964,15.319,7.352,13.016,14.692,19.505,8.564,7.819,18.358,12.336,12.455,16.083,17.752,14.73,5.619,18.45,17.501,6.673,8.752,18.285,27.061,7.382,14.243,14.114,16.567,13.324,16.71,19.988,12.045,18.81,5.788,10.581,10.102,20.007,8.271,19.329,9.991,8.035,16.362,8.298,5.7,8.533,-0.56,7.22,18.84,16.885,30.804,30.774
227.6,15.34,7.546,19.584,13.505,1.766,7.077,17.049,13.386,13.098,11.778,12.499,17.069,18.718,14.89,8.552,14.582,15.424,19.235,8.992,6.784,17.906,12.805,10.429,16.608,16.73,13.688,6.863,18.042,16.762,6.217,8.621,17.468,26.591,8.2,14.444,13.722,16.407,12.883,16.141,19.697,12.174,17.746,6.044,11.921,9.175,19.782,8.958,18.364,10.058,7.947,16.753,7.381,7.595,8.439,-0.35,8.261,18.298,17.932,31.756,31.01
227.81,14.702,7.948,18.853,14.426,1.995,8.343,15.605,14.366,12.732,12.253,12.294,17.5,17.203,14.285,9.465,12.726,16.364,19.715,8.737,6.588,16.645,12.438,9.994,16.016,15.234,14.124,7.108,16.93,18.496,4.604,8.065,17.461,25.103,8.249,14.424,13.159,16.916,13.044,15.747,20.224,11.377,18.267,5.026,10.423,9.239,19.703,8.499,19.052,10.538,9.533,16.636,7.212,7.068,9.201,-0.774,8.191,16.903,16.961,31.238,30.241
228.02,15.247,8.247,17.904,15.161,3.526,7.809,14.849,14.427,12.822,12.573,12.632,17.266,16.066,14.179,10.531,13.671,17.505,17.956,7.512,7.483,17.551,11.185,9.521,15.892,14.864,13.03,7.137,16.314,18.186,4.442,8.094,17.142,24.439,9.372,13.027,13.572,15.587,13.998,15.581,20.948,11.539,17.389,3.927,8.874,9.117,19.875,7.887,18.866,10.692,10.152,16.286,6.571,7.344,9.692,-0.55,8.692,16.225,16.551,30.802,28.156
228.23,14.399,8.095,18.359,15.481,4.028,8.313,13.909,14.458,11.307,12.768,11.982,16.266,15.303,14.525,9.394,13.439,16.882,16.552,6.481,6.098,17.234,10.175,8.383,15.668,14.102,13.307,8.807,16.833,18.217,5.79,8.887,16.912,23.426,9.637,13.238,12.946,15.18,14.502,14.631,20.337,11.842,17.226,2.917,8.846,8.923,19.019,8.017,18.68,10.887,9.508,15.361,5.918,6.974,9.975,0.393,9.384,14.025,15.946,32.09,28.119
228.44,15.109,8.993,18.076,15.556,4.201,9.638,13.744,14.812,10.982,13.638,13.475,16.002,15.875,12.23,10.248,12.156,16.189,15.936,6.588,5.976,15.218,9.911,8.267,15.888,13.401,13.25,9.617,16.674,17.405,6.912,9.264,16.312,21.802,9.034,12.269,11.611,16.172,14.84,12.338,19.447,12.289,16.993,2.308,9.444,8.824,17.941,7.636,18.599,10.821,9.19,15.538,7.178,6.121,10.795,-0.217,9.757,12.889,15.667,31.265,26.262
